Размер массива - 1000
2424194 нсек.
2434444 нсек.
2311925 нсек.
2402041 нсек.
2311355 нсек.
1904963 нсек.
1637200 нсек.
1547626 нсек.
1533037 нсек.
1625848 нсек.
Размер массива - 5000
38752811 нсек.
37763493 нсек.
38450661 нсек.
38184579 нсек.
38071366 нсек.
38129980 нсек.
38838100 нсек.
38256497 нсек.
38430256 нсек.
38482527 нсек.
Размер массива - 10000
150981603 нсек.
155724385 нсек.
158535022 нсек.
156476421 нсек.
159372847 нсек.
159215680 нсек.
156637417 нсек.
161631557 нсек.
162447256 нсек.
159738439 нсек.
Размер массива - 50000
5311640675 нсек.
5287862934 нсек.
5310169538 нсек.
5330341519 нсек.
5344641092 нсек.
5361507079 нсек.
5428366560 нсек.
5341348077 нсек.
5317402895 нсек.
5484517428 нсек.
