Размер массива - 1000
2422378 нсек.
2648766 нсек.
2416747 нсек.
2327862 нсек.
2793014 нсек.
1925888 нсек.
1938250 нсек.
1608169 нсек.
1618789 нсек.
1864253 нсек.
Размер массива - 5000
39633650 нсек.
40111913 нсек.
39884292 нсек.
48049065 нсек.
39288939 нсек.
41374463 нсек.
47173824 нсек.
47185836 нсек.
46505696 нсек.
46032300 нсек.
Размер массива - 10000
163816336 нсек.
164579580 нсек.
163647523 нсек.
160054213 нсек.
166996361 нсек.
170179986 нсек.
189687843 нсек.
188832410 нсек.
188727685 нсек.
186654325 нсек.
Размер массива - 50000
5397905089 нсек.
5406469835 нсек.
5378977376 нсек.
5407003599 нсек.
5414924414 нсек.
5440705930 нсек.
5429765287 нсек.
5434307991 нсек.
5444907801 нсек.
5466785141 нсек.
