Размер массива - 1000
3207750 нсек.
3296686 нсек.
3126968 нсек.
3318867 нсек.
2839891 нсек.
3259056 нсек.
3366987 нсек.
3344145 нсек.
2911886 нсек.
3073528 нсек.
Размер массива - 5000
75745510 нсек.
74232741 нсек.
71670619 нсек.
75043076 нсек.
73981401 нсек.
71970019 нсек.
80131454 нсек.
70383271 нсек.
70494469 нсек.
70083841 нсек.
Размер массива - 10000
286830823 нсек.
292331341 нсек.
291147938 нсек.
290267551 нсек.
303326205 нсек.
316331369 нсек.
307336697 нсек.
287010159 нсек.
317278131 нсек.
319190807 нсек.
Размер массива - 50000
8414539658 нсек.
5518041952 нсек.
5524384758 нсек.
5536502034 нсек.
5545709538 нсек.
5592609439 нсек.
5572024230 нсек.
5587823453 нсек.
5580308789 нсек.
5556913234 нсек.
Размер массива - 100000
24223417294 нсек.
