Размер массива - 1000
1382924 нсек.
978150 нсек.
979362 нсек.
975064 нсек.
976347 нсек.
972700 нсек.
977760 нсек.
976086 нсек.
973953 нсек.
987658 нсек.
Размер массива - 5000
3659571 нсек.
3298709 нсек.
3341630 нсек.
3981030 нсек.
3365053 нсек.
3366586 нсек.
3315330 нсек.
3320610 нсек.
3324086 нсек.
3371525 нсек.
Размер массива - 10000
6570780 нсек.
6642021 нсек.
6839409 нсек.
6884323 нсек.
6738862 нсек.
6892137 нсек.
6603300 нсек.
6794195 нсек.
6624009 нсек.
6630250 нсек.
Размер массива - 50000
33590988 нсек.
33697406 нсек.
33836355 нсек.
33785310 нсек.
33652252 нсек.
33863315 нсек.
34117488 нсек.
34669956 нсек.
33710350 нсек.
33606466 нсек.
Размер массива - 100000
67527449 нсек.
68495381 нсек.
67967347 нсек.
67161889 нсек.
67489508 нсек.
67305326 нсек.
69654868 нсек.
69977189 нсек.
69454656 нсек.
67982917 нсек.
