Размер массива - 1000
1481033 нсек.
1055744 нсек.
1051105 нсек.
1111942 нсек.
1143532 нсек.
1079279 нсек.
1103436 нсек.
1126059 нсек.
1011889 нсек.
974858 нсек.
Размер массива - 5000
3914510 нсек.
3813715 нсек.
3853072 нсек.
3866908 нсек.
3816431 нсек.
3811451 нсек.
3784008 нсек.
3815309 нсек.
3791422 нсек.
3824717 нсек.
Размер массива - 10000
7591562 нсек.
7526277 нсек.
7713257 нсек.
7847496 нсек.
7616841 нсек.
7581162 нсек.
7579079 нсек.
7635226 нсек.
7571904 нсек.
7704871 нсек.
Размер массива - 50000
38173207 нсек.
38187544 нсек.
38194988 нсек.
38098562 нсек.
38280984 нсек.
38357561 нсек.
38285913 нсек.
38724458 нсек.
38474036 нсек.
38526617 нсек.
Размер массива - 100000
77674355 нсек.
77621690 нсек.
78231023 нсек.
79870721 нсек.
79889327 нсек.
77520314 нсек.
80041210 нсек.
79528893 нсек.
75773110 нсек.
77614386 нсек.
