Размер массива - 1000
2474519 нсек.
2464951 нсек.
2462697 нсек.
2466875 нсек.
2385323 нсек.
1752401 нсек.
1664848 нсек.
1689945 нсек.
1701526 нсек.
1709842 нсек.
Размер массива - 5000
42624633 нсек.
41911131 нсек.
41878850 нсек.
41888649 нсек.
41756642 нсек.
41947168 нсек.
41794473 нсек.
41840549 нсек.
42107988 нсек.
42526069 нсек.
Размер массива - 10000
173350836 нсек.
171279800 нсек.
169080752 нсек.
169939304 нсек.
169744531 нсек.
170826301 нсек.
175645687 нсек.
172439241 нсек.
176695664 нсек.
175165528 нсек.
Размер массива - 50000
4421953217 нсек.
4420496835 нсек.
4467087182 нсек.
4446634095 нсек.
4364942785 нсек.
4463117125 нсек.
4409563571 нсек.
4374384738 нсек.
4397500699 нсек.
4414113895 нсек.
