ляля
Размер массива - 1000
211401 fнсек.
150769 нсек.
146221 нсек.
147873 нсек.
158323 нсек.
118178 нсек.
117257 нсек.
118679 нсек.
120863 нсек.
123899 нсек.
Размер массива - 5000
774311 нсек.
781524 нсек.
760705 нсек.
761317 нсек.
766096 нсек.
764934 нсек.
764754 нсек.
761898 нсек.
739366 нсек.
650633 нсек.
Размер массива - 10000
1222098 нсек.
1100364 нсек.
1102538 нсек.
1119559 нсек.
1119919 нсек.
1120250 нсек.
1128235 нсек.
1131972 нсек.
1126932 нсек.
1122164 нсек.
Размер массива - 50000
6381262 нсек.
6342670 нсек.
6395117 нсек.
6403462 нсек.
6531579 нсек.
6426545 нсек.
6407780 нсек.
6454887 нсек.
6412619 нсек.
6429801 нсек.
Размер массива - 100000
14110103 нсек.
14194539 нсек.
14076371 нсек.
14098411 нсек.
14715361 нсек.
14770273 нсек.
14238790 нсек.
14836976 нсек.
13960035 нсек.
14332283 нсек.
