Размер массива - 1000
52999 нсек.
66313 нсек.
58599 нсек.
66093 нсек.
66183 нсек.
52978 нсек.
52959 нсек.
52798 нсек.
52979 нсек.
53008 нсек.
Размер массива - 5000
353317 нсек.
354931 нсек.
353238 нсек.
355592 нсек.
353629 нсек.
353197 нсек.
311881 нсек.
273499 нсек.
245477 нсек.
245777 нсек.
Размер массива - 10000
530587 нсек.
538683 нсек.
546838 нсек.
546908 нсек.
546978 нсек.
551527 нсек.
544093 нсек.
546447 нсек.
550124 нсек.
550054 нсек.
Размер массива - 50000
3124177 нсек.
3140717 нсек.
3167808 нсек.
3021044 нсек.
3147289 нсек.
3134095 нсек.
3138463 нсек.
3140327 нсек.
3138223 нсек.
3222189 нсек.
Размер массива - 100000
6631787 нсек.
6675809 нсек.
6652505 нсек.
6748304 нсек.
6744286 нсек.
6643358 нсек.
6652195 нсек.
6668776 нсек.
6709873 нсек.
6701106 нсек.
