Размер массива - 1000
69350 нсек.
62216 нсек.
61464 нсек.
60793 нсек.
78236 нсек.
77254 нсек.
67987 нсек.
61344 нсек.
61123 нсек.
60543 нсек.
Размер массива - 5000
395216 нсек.
390507 нсек.
394395 нсек.
390668 нсек.
395085 нсек.
383955 нсек.
336256 нсек.
290250 нсек.
279761 нсек.
328482 нсек.
Размер массива - 10000
576714 нсек.
584157 нсек.
580000 нсек.
584268 нсек.
589057 нсек.
591421 нсек.
591031 нсек.
589858 нсек.
587584 нсек.
592573 нсек.
Размер массива - 50000
3309643 нсек.
3334910 нсек.
3321805 нсек.
3353484 нсек.
3310294 нсек.
3332676 нсек.
3354015 нсек.
3342484 нсек.
3359325 нсек.
3333928 нсек.
Размер массива - 100000
7146447 нсек.
7138763 нсек.
7134034 нсек.
7119688 нсек.
7333526 нсек.
7207361 нсек.
7157267 нсек.
7141758 нсек.
7157478 нсек.
7170712 нсек.
