Размер массива - 1000
93866 нсек.
92023 нсек.
92364 нсек.
91622 нсек.
88296 нсек.
89338 нсек.
88596 нсек.
88006 нсек.
85401 нсек.
89148 нсек.
Размер массива - 5000
519987 нсек.
510951 нсек.
516751 нсек.
506853 нсек.
513856 нсек.
503597 нсек.
511982 нсек.
512513 нсек.
510089 нсек.
504729 нсек.
Размер массива - 10000
1185348 нсек.
790066 нсек.
756873 нсек.
724813 нсек.
743849 нсек.
761441 нсек.
751062 нсек.
739731 нсек.
762463 нсек.
754849 нсек.
Размер массива - 50000
4078738 нсек.
3951138 нсек.
4082616 нсек.
4352343 нсек.
4161373 нсек.
4071726 нсек.
4102363 нсек.
3946209 нсек.
4129534 нсек.
4465165 нсек.
Размер массива - 100000
8253147 нсек.
8434437 нсек.
8371690 нсек.
8277242 нсек.
8213011 нсек.
8355189 нсек.
8394021 нсек.
8114636 нсек.
8410744 нсек.
8214494 нсек.
