Размер массива - 1000
814689 нсек.
811523 нсек.
809980 нсек.
820058 нсек.
807936 нсек.
806654 нсек.
804650 нсек.
812445 нсек.
828965 нсек.
851007 нсек.
Размер массива - 5000
13840203 нсек.
12848717 нсек.
12357708 нсек.
12509188 нсек.
12445340 нсек.
12547349 нсек.
13238799 нсек.
12577004 нсек.
12380370 нсек.
12528363 нсек.
Размер массива - 10000
49986670 нсек.
50163317 нсек.
49922621 нсек.
49965922 нсек.
49975209 нсек.
50202800 нсек.
50001408 нсек.
50111371 нсек.
50214171 нсек.
50027296 нсек.
Размер массива - 50000
1260908548 нсек.
1277900021 нсек.
1288392017 нсек.
1285324498 нсек.
1272615112 нсек.
1278937494 нсек.
1274627376 нсек.
1276383981 нсек.
1274403376 нсек.
1275003922 нсек.
