Размер массива - 1000
2492880 нсек.
2382403 нсек.
2425849 нсек.
2369638 нсек.
2328708 нсек.
1895717 нсек.
1619834 нсек.
1643611 нсек.
1638722 нсек.
1629003 нсек.
Размер массива - 5000
39451743 нсек.
37948929 нсек.
38372311 нсек.
38215021 нсек.
39534025 нсек.
39138988 нсек.
37890624 нсек.
38454222 нсек.
38673352 нсек.
39270586 нсек.
Размер массива - 10000
154688410 нсек.
155181471 нсек.
156074302 нсек.
154461421 нсек.
152534844 нсек.
154904322 нсек.
153250542 нсек.
154761281 нсек.
154698011 нсек.
153933692 нсек.
Размер массива - 50000
5325004016 нсек.
5325940242 нсек.
5417215944 нсек.
5369085667 нсек.
5353719184 нсек.
5357470828 нсек.
5330676583 нсек.
5369865068 нсек.
5359613189 нсек.
5358976857 нсек.
