Размер массива - 1000
2827631 нсек.
2823924 нсек.
2823794 нсек.
2770883 нсек.
2249600 нсек.
2098553 нсек.
1959960 нсек.
1982653 нсек.
1992742 нсек.
1991950 нсек.
Размер массива - 5000
48171973 нсек.
47664968 нсек.
47968145 нсек.
48743941 нсек.
47862062 нсек.
47805405 нсек.
47953004 нсек.
47976396 нсек.
48187779 нсек.
47817554 нсек.
Размер массива - 10000
193721129 нсек.
193141727 нсек.
198007395 нсек.
197553261 нсек.
199210732 нсек.
196406141 нсек.
191396409 нсек.
191775671 нсек.
196700120 нсек.
196929175 нсек.
Размер массива - 50000
5784578307 нсек.
5768727330 нсек.
5854248291 нсек.
5768070061 нсек.
5754712669 нсек.
5776458031 нсек.
5792216304 нсек.
5885542906 нсек.
5917640767 нсек.
5825492146 нсек.
Размер массива - 100000
23703859355 нсек.
23922187299 нсек.
23907331505 нсек.
23723752119 нсек.
24104144410 нсек.
24164328026 нсек.
24136205608 нсек.
